-12.000,8.000,-4.000,-8.000
0.000,0.000,0.000,0.000
-48.000,32.000,-16.000,-32.000
-71.000,64.000,-32.000,-64.000
-27.000,24.000,-12.000,-24.000
-70.000,64.000,-32.000,-64.000
-23.000,16.000,-8.000,-19.393
-13.080,8.000,-4.000,-11.159
23.000,-32.000,16.000,20.033
-8.000,8.000,-4.000,-8.000
12.000,-8.000,4.000,8.000
27.000,-24.000,12.000,24.000
-17.000,16.000,-8.000,-16.000
-12.000,8.000,-4.000,-8.000
24.000,-16.000,8.000,16.000
9.808,-8.000,4.000,8.000
14.367,-12.000,6.000,12.000
27.000,-24.000,12.000,24.000
48.000,-32.000,16.000,32.000
12.000,-8.000,4.000,8.000
